Lat,Lon,Elev,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Clust
36.9167,-106.5833,2393,0.008,0.004,0.057,0.905,0.82,0.433,0.435,0.581,0.594,0.781,0.638,0.013,9
36.4667,-104.95,1993,0.021,0.659,0.32,0.284,0.393,0.359,0.449,0.575,0.463,0.412,0.488,0.319,5
33.9,-105,1646,0.321,0.239,0.139,0.099,0.137,0.208,0.341,0.461,0.407,0.319,0.291,0.401,3
36.45,-103.15,1512,0.238,0.208,0.212,0.251,0.375,0.364,0.42,0.46,0.419,0.342,0.343,0.306,3
32.8333,-108.5167,1456,0.508,0.316,0.183,0.064,0.05,0.109,0.355,0.425,0.37,0.36,0.369,0.617,3
34.9333,-105.5833,2110,0.495,0.373,0.241,0.158,0.204,0.248,0.422,0.571,0.482,0.407,0.441,0.606,3
32.95,-105.7333,2639,0.328,0.659,0.939,0.178,0.166,0.335,0.736,0.922,0.893,0.615,0.678,0.959,4
34.4167,-103.2,1308,0.299,0.249,0.188,0.19,0.296,0.396,0.395,0.473,0.468,0.439,0.388,0.384,3
34.6,-103.2167,1352,0.305,0.269,0.202,0.197,0.294,0.383,0.406,0.487,0.481,0.44,0.409,0.397,3
31.8333,-107.6333,1239,0.271,0.15,0.066,0.026,0.022,0.066,0.228,0.275,0.251,0.231,0.209,0.348,3
35.4,-104.1833,1294,0.222,0.163,0.159,0.158,0.244,0.283,0.372,0.426,0.371,0.357,0.363,0.334,3
35.2333,-106.6,1528,0.364,0.274,0.17,0.121,0.113,0.117,0.227,0.322,0.284,0.321,0.343,0.422,3
33.5167,-103.35,1265,0.33,0.267,0.178,0.165,0.287,0.364,0.394,0.474,0.519,0.451,0.387,0.408,3
36.0167,-106.9667,2147,0,0,0.67,0.749,0.276,0.223,0.46,0.602,0.505,0.649,0.897,0.087,6
35.0833,-107.5167,1888,0.484,0.335,0.209,0.128,0.092,0.116,0.288,0.391,0.33,0.375,0.368,0.542,3
36.75,-103.8333,2018,0.015,0.663,0.303,0.268,0.38,0.339,0.472,0.535,0.406,0.355,0.419,0.268,5
35.1833,-105.05,1570,0.258,0.2,0.156,0.147,0.238,0.267,0.36,0.496,0.418,0.36,0.349,0.371,3
36.9333,-107,2070,0.05,0.031,0.538,0.86,0.518,0.25,0.352,0.48,0.52,0.718,0.919,0.098,6
36.3833,-105.2667,2524,0.001,0,0.235,0.868,0.529,0.449,0.639,0.793,0.603,0.597,0.584,0.003,6
35.05,-108.35,2203,0,0.535,0.795,0.166,0.101,0.128,0.344,0.444,0.364,0.45,0.523,0.316,5
36.3333,-106.1833,2094,0,0.296,0.978,0.42,0.215,0.2,0.322,0.445,0.411,0.477,0.672,0.285,2
36.6,-106.7333,2054,0.023,0.015,0.752,0.928,0.541,0.246,0.354,0.49,0.495,0.661,0.939,0.104,6
33.15,-107.1833,1395,0.23,0.124,0.067,0.043,0.056,0.092,0.207,0.3,0.309,0.275,0.254,0.345,3
33.95,-103.65,1327,0.314,0.255,0.172,0.163,0.269,0.355,0.409,0.493,0.503,0.452,0.384,0.395,3
32.95,-105.3333,1753,0.442,0.346,0.185,0.134,0.189,0.299,0.455,0.63,0.663,0.475,0.41,0.521,3
34.85,-105.9667,1865,0.417,0.328,0.202,0.136,0.159,0.183,0.339,0.443,0.394,0.371,0.399,0.531,3
36.7,-108.25,1714,0.023,0.898,0.358,0.157,0.091,0.065,0.151,0.212,0.223,0.39,0.5,0.396,5
32.6333,-107.8667,1582,0.421,0.24,0.131,0.051,0.05,0.117,0.35,0.413,0.376,0.347,0.36,0.571,3
34.65,-108.6667,2150,0.053,0.837,0.367,0.136,0.084,0.119,0.344,0.451,0.388,0.455,0.47,0.38,5
32.4333,-107.4833,1356,0.327,0.173,0.078,0.036,0.039,0.084,0.244,0.302,0.291,0.265,0.253,0.431,3
32.8,-108.15,1872,0.563,0.333,0.201,0.076,0.067,0.146,0.44,0.523,0.438,0.405,0.425,0.72,3
36.7333,-108.35,1591,0.095,0.854,0.221,0.143,0.087,0.057,0.132,0.189,0.207,0.37,0.467,0.436,5
32.2167,-108.0167,1344,0.375,0.21,0.106,0.039,0.031,0.093,0.287,0.329,0.31,0.299,0.338,0.562,3
35.5167,-108.8,1971,0.044,0.886,0.446,0.13,0.093,0.086,0.231,0.315,0.265,0.357,0.521,0.394,5
35.9,-105.45,2514,0,0,0.552,0.997,0.466,0.376,0.615,0.781,0.586,0.526,0.667,0.058,6
33.2,-108.2167,1707,0.587,0.348,0.225,0.087,0.06,0.123,0.393,0.492,0.418,0.397,0.403,0.704,3
34.2667,-106.1,2012,0.525,0.381,0.249,0.14,0.137,0.17,0.39,0.478,0.433,0.404,0.418,0.673,3
35.1667,-107.9,1987,0.081,0.769,0.219,0.123,0.082,0.116,0.292,0.392,0.326,0.373,0.376,0.467,5
31.9167,-108.3167,1374,0.405,0.232,0.134,0.054,0.033,0.091,0.31,0.367,0.294,0.286,0.289,0.491,3
34.5167,-107.9333,2379,0,0.537,0.753,0.158,0.11,0.162,0.436,0.562,0.476,0.487,0.486,0.383,5
32.7167,-103.1333,1102,0.252,0.24,0.161,0.167,0.301,0.328,0.353,0.433,0.544,0.455,0.378,0.372,3
32.1167,-103.1833,933,0.205,0.21,0.122,0.141,0.217,0.264,0.286,0.317,0.469,0.403,0.282,0.249,3
32.6167,-106.7333,1300,0.316,0.176,0.089,0.047,0.063,0.109,0.25,0.351,0.315,0.283,0.289,0.435,3
36.9833,-104.3667,2255,0,0.4,0.675,0.304,0.386,0.341,0.462,0.552,0.414,0.38,0.523,0.276,5
35.65,-105.15,2093,0.187,0.365,0.222,0.206,0.297,0.317,0.505,0.659,0.511,0.44,0.423,0.451,3
35.5333,-105.2,1935,0.308,0.246,0.201,0.193,0.301,0.318,0.474,0.628,0.502,0.421,0.405,0.412,3
36.3,-107.05,2201,0.015,0.014,0.735,0.622,0.437,0.292,0.442,0.568,0.52,0.683,0.95,0.186,6
32.3,-108.65,1295,0.503,0.277,0.17,0.06,0.042,0.093,0.285,0.351,0.316,0.327,0.338,0.616,3
35.8667,-106.3167,2263,0,0.231,0.955,0.709,0.248,0.226,0.44,0.569,0.472,0.536,0.747,0.329,2
34.7667,-106.75,1475,0.287,0.256,0.136,0.098,0.084,0.099,0.185,0.295,0.291,0.301,0.264,0.342,3
33.8167,-108.95,2149,0.27,0.853,0.458,0.141,0.098,0.143,0.437,0.584,0.507,0.545,0.621,0.708,5
36.2333,-107.5667,2179,0,0.236,0.937,0.672,0.188,0.149,0.312,0.422,0.388,0.541,0.754,0.251,2
34.1167,-107.2333,1993,0.386,0.275,0.165,0.092,0.091,0.131,0.351,0.464,0.413,0.38,0.306,0.447,3
32.8167,-103.7,1219,0.288,0.233,0.143,0.141,0.256,0.323,0.331,0.435,0.555,0.428,0.346,0.361,3
36.5667,-104.5667,1835,0.043,0.515,0.22,0.232,0.338,0.303,0.415,0.547,0.412,0.355,0.386,0.232,5
35.6,-103.3667,1344,0.282,0.25,0.211,0.223,0.321,0.34,0.426,0.469,0.411,0.371,0.37,0.343,3
35.3333,-108.45,2438,0,0.135,0.895,0.542,0.122,0.143,0.362,0.465,0.382,0.484,0.634,0.221,2
35.8,-103.9333,1666,0.277,0.224,0.203,0.202,0.306,0.336,0.441,0.488,0.427,0.389,0.376,0.382,3
35.0667,-104.25,1391,0.28,0.221,0.195,0.168,0.238,0.292,0.4,0.482,0.423,0.399,0.407,0.407,3
36.2,-105.0667,2333,0,0.112,0.905,0.433,0.397,0.39,0.557,0.694,0.529,0.485,0.575,0.192,5
36.3167,-107.8667,2097,0,0.409,0.999,0.351,0.13,0.121,0.263,0.353,0.335,0.487,0.673,0.275,2
32.65,-103.3833,1158,0.244,0.209,0.131,0.141,0.272,0.334,0.327,0.421,0.542,0.42,0.325,0.343,3
35.55,-105.6833,2096,0.488,0.459,0.308,0.216,0.265,0.287,0.477,0.599,0.481,0.427,0.496,0.606,3
34.6167,-105.4667,1874,0.385,0.305,0.187,0.123,0.178,0.242,0.366,0.511,0.435,0.351,0.372,0.499,3
34.5,-107.9,2426,0,0.45,0.858,0.172,0.119,0.17,0.452,0.58,0.49,0.492,0.488,0.338,5
34.1667,-103.35,1222,0.309,0.242,0.17,0.165,0.286,0.377,0.405,0.463,0.461,0.441,0.384,0.378,3
34.35,-108.5,2096,0.339,0.604,0.234,0.117,0.08,0.119,0.352,0.463,0.401,0.452,0.462,0.619,5
34.7833,-103.75,1542,0.315,0.275,0.204,0.174,0.238,0.31,0.432,0.519,0.472,0.424,0.414,0.427,3
34.15,-105,1624,0.321,0.244,0.152,0.11,0.159,0.234,0.343,0.47,0.414,0.333,0.313,0.393,3
36.9167,-104.4333,2113,0,0.44,0.64,0.302,0.384,0.34,0.467,0.564,0.417,0.366,0.495,0.283,5
36.8833,-104.45,2024,0.006,0.623,0.39,0.286,0.383,0.341,0.457,0.548,0.401,0.357,0.465,0.287,5
36.7,-105.4,2644,0.05,0.032,0.265,0.902,0.901,0.54,0.623,0.732,0.574,0.574,0.561,0.024,6
32.7,-108.7333,1234,0.52,0.325,0.194,0.069,0.043,0.092,0.31,0.375,0.337,0.334,0.337,0.575,3
33.3,-104.5333,1112,0.257,0.194,0.1,0.096,0.157,0.204,0.279,0.355,0.396,0.329,0.254,0.287,3
35.95,-104.2,1792,0.291,0.246,0.202,0.207,0.319,0.344,0.446,0.505,0.454,0.402,0.351,0.385,3
33.3333,-105.6833,2060,0.646,0.48,0.304,0.15,0.197,0.325,0.567,0.685,0.646,0.473,0.459,0.71,3
35.1167,-103.3333,1289,0.3,0.273,0.204,0.204,0.28,0.323,0.411,0.471,0.427,0.386,0.379,0.357,3
35.6167,-105.9833,2048,0.527,0.41,0.273,0.184,0.201,0.212,0.381,0.476,0.401,0.399,0.482,0.597,3
34.9333,-104.6833,1402,0.274,0.209,0.169,0.147,0.22,0.265,0.362,0.464,0.401,0.367,0.375,0.409,3
36.8,-108.6833,1515,0.14,0.842,0.218,0.135,0.085,0.057,0.13,0.178,0.201,0.36,0.482,0.483,5
34.0833,-106.8833,1397,0.247,0.173,0.109,0.079,0.079,0.1,0.218,0.323,0.32,0.326,0.266,0.356,3
36.3667,-104.6,1805,0.032,0.532,0.218,0.23,0.339,0.321,0.419,0.567,0.448,0.394,0.415,0.221,5
35.1667,-105.9667,1945,0.445,0.338,0.22,0.156,0.181,0.198,0.358,0.469,0.401,0.388,0.429,0.544,3
35.9333,-107.4667,2022,0,0.558,0.996,0.299,0.151,0.146,0.323,0.44,0.377,0.498,0.658,0.35,2
34.6,-104.3833,1312,0.29,0.224,0.159,0.135,0.199,0.265,0.354,0.482,0.443,0.416,0.4,0.392,3
36.3833,-105.5833,2123,0,0.037,0.862,0.544,0.252,0.252,0.368,0.481,0.431,0.461,0.62,0.075,2
33.2667,-103.3167,1250,0.304,0.258,0.167,0.162,0.288,0.353,0.381,0.466,0.528,0.452,0.382,0.396,3
36.7667,-106.55,2275,0.049,0.031,0.385,0.959,0.431,0.291,0.38,0.525,0.53,0.697,0.815,0.019,6
36.6667,-105.9833,2481,0.004,0.002,0.399,0.896,0.384,0.278,0.385,0.5,0.447,0.517,0.53,0.005,6
33.15,-107.2167,1336,0.207,0.121,0.065,0.037,0.054,0.09,0.196,0.285,0.297,0.262,0.234,0.318,3
35.2,-103.6833,1245,0.25,0.216,0.187,0.192,0.259,0.297,0.413,0.435,0.376,0.363,0.359,0.346,3
33.0667,-106.0333,1350,0.341,0.215,0.12,0.066,0.081,0.125,0.257,0.331,0.326,0.333,0.309,0.424,3
35.8167,-104.9333,1924,0.262,0.224,0.203,0.213,0.336,0.351,0.49,0.621,0.491,0.42,0.394,0.39,3
32.3833,-103.8,1042,0.23,0.199,0.11,0.123,0.214,0.264,0.285,0.371,0.515,0.386,0.307,0.3,3
32.7833,-106.1833,1218,0.255,0.154,0.077,0.043,0.052,0.095,0.204,0.265,0.263,0.249,0.205,0.309,3
32.55,-108.3667,1849,0.558,0.338,0.204,0.073,0.053,0.123,0.393,0.469,0.39,0.375,0.405,0.697,3
33.35,-107.65,1888,0.439,0.278,0.174,0.081,0.071,0.13,0.358,0.455,0.416,0.362,0.336,0.55,3
35.95,-106.75,2505,0.001,0.001,0.195,0.962,0.733,0.293,0.556,0.708,0.581,0.696,0.763,0.006,6
34.4,-104.6167,1478,0.318,0.241,0.152,0.127,0.188,0.255,0.348,0.486,0.439,0.385,0.36,0.403,3
35.0667,-108.8333,1923,0.208,0.795,0.283,0.137,0.073,0.091,0.262,0.35,0.302,0.425,0.5,0.545,5
47.7,-103.9833,620,0,0,0.31,0.919,0.475,0.518,0.365,0.327,0.472,0.596,0.492,0.002,9
46.7333,-101.5,584,0,0,0.192,0.999,0.742,0.595,0.438,0.41,0.504,0.692,0.614,0.003,9
46.4833,-103.3167,887,0,0,0.295,0.987,0.642,0.582,0.379,0.333,0.466,0.634,0.533,0.001,9
46.0333,-99.3833,610,0,0.012,0.166,0.913,0.821,0.647,0.511,0.48,0.576,0.81,0.765,0.024,9
46.9167,-104,850,0,0,0.343,0.992,0.544,0.534,0.357,0.324,0.466,0.608,0.503,0,9
48.8333,-99.75,597,0,0.269,0.208,0.796,0.761,0.841,0.645,0.705,0.896,1,1,0.134,9
47.2667,-101.7833,544,0,0.004,0.185,0.93,0.793,0.652,0.454,0.418,0.549,0.735,0.619,0.007,9
46.7833,-100.75,503,0,0.005,0.189,0.914,0.634,0.552,0.412,0.383,0.499,0.669,0.577,0.008,9
48.8333,-100.4333,500,0,0.011,0.007,0.728,0.61,0.674,0.559,0.617,0.798,0.971,0.879,0.021,9
48.8,-102.25,597,0,0.047,0.06,0.842,0.567,0.537,0.475,0.457,0.648,0.815,0.5,0.006,9
46.1833,-103.4,902,0,0,0.34,0.972,0.633,0.571,0.369,0.322,0.447,0.614,0.534,0.001,9
46.4,-100.9333,524,0,0,0.236,0.978,0.587,0.526,0.399,0.379,0.465,0.639,0.578,0.003,9
47.8,-100.5833,524,0,0.048,0.065,0.917,0.794,0.651,0.497,0.489,0.659,0.869,0.729,0.026,9
47.45,-99.1333,483,0,0,0.028,0.956,0.854,0.64,0.504,0.462,0.633,0.821,0.699,0.005,9
47.5,-99.1167,475,0,0,0.025,0.937,0.869,0.641,0.5,0.462,0.646,0.831,0.705,0.005,9
46.4167,-101.5667,704,0,0,0.253,0.977,0.69,0.59,0.407,0.373,0.456,0.618,0.529,0.001,9
46.8833,-97.2333,285,0,0.023,0.106,0.944,0.845,0.67,0.552,0.546,0.697,0.946,0.997,0.178,9
48.8667,-97.7,271,0,0.188,0.177,0.842,0.82,0.655,0.567,0.585,0.823,0.995,1,0.17,9
47.0667,-101.2,607,0,0.007,0.156,0.918,0.706,0.637,0.473,0.432,0.545,0.734,0.637,0.012,9
47.25,-97.65,360,0,0.077,0.094,0.84,0.749,0.704,0.56,0.575,0.747,0.967,1,0.231,9
47.4,-98.0333,421,0,0.055,0.078,0.823,0.743,0.716,0.571,0.564,0.735,0.95,0.971,0.13,9
48.9,-103.3,595,0,0,0.078,0.95,0.709,0.516,0.423,0.42,0.6,0.714,0.422,0,9
48.1,-98.85,446,0,0.013,0.014,0.855,0.828,0.69,0.543,0.503,0.726,0.927,0.905,0.043,9
46.8,-102.8,788,0.001,0.003,0.24,0.93,0.722,0.649,0.412,0.356,0.469,0.626,0.517,0.008,9
46.8833,-102.8167,750,0,0,0.216,0.997,0.723,0.634,0.415,0.374,0.496,0.673,0.531,0.001,9
47.2,-102.8333,725,0,0,0.231,0.948,0.687,0.641,0.424,0.383,0.506,0.706,0.573,0.001,9
48.05,-100.3167,466,0,0.051,0.062,0.754,0.667,0.653,0.509,0.508,0.682,0.9,0.815,0.066,9
47.35,-102.65,680,0,0.009,0.21,0.912,0.686,0.672,0.445,0.407,0.53,0.744,0.614,0.014,9
46.3667,-98.7667,475,0,0.071,0.204,0.844,0.755,0.698,0.575,0.533,0.66,0.896,0.946,0.145,9
48.4333,-98.4667,468,0,0,0.072,0.717,0.74,0.722,0.617,0.607,0.796,0.981,0.929,0.053,9
47.2667,-98.8667,445,0,0.044,0.076,0.754,0.707,0.712,0.566,0.507,0.673,0.845,0.779,0.069,9
46,-98.5333,443,0,0.083,0.329,0.896,0.758,0.664,0.527,0.507,0.634,0.874,0.913,0.106,9
46.6167,-97.6333,351,0,0.069,0.145,0.856,0.756,0.697,0.578,0.576,0.72,0.951,0.998,0.233,9
47.1833,-103.2167,838,0,0,0.235,0.971,0.609,0.584,0.387,0.343,0.479,0.648,0.57,0.004,9
46.9333,-96.8167,274,0,0.322,0.196,0.852,0.62,0.633,0.563,0.56,0.708,0.96,1,0.386,9
47.65,-99.6167,494,0,0.046,0.063,0.741,0.701,0.69,0.534,0.498,0.671,0.884,0.816,0.067,9
46.0333,-97.6,381,0,0.008,0.194,0.965,0.812,0.667,0.512,0.508,0.636,0.869,0.793,0.014,9
48.9167,-103.8167,716,0,0,0.111,0.671,0.502,0.481,0.367,0.372,0.557,0.654,0.382,0,9
46.05,-100.6667,511,0,0,0.288,0.947,0.518,0.484,0.361,0.352,0.43,0.588,0.55,0.004,9
48.4667,-101.5667,511,0,0.063,0.087,0.856,0.652,0.598,0.477,0.478,0.677,0.847,0.706,0.025,9
46.15,-98.4,437,0,0.079,0.292,0.887,0.844,0.692,0.544,0.524,0.659,0.903,0.996,0.254,9
46.6333,-99.15,595,0,0.055,0.118,0.782,0.718,0.682,0.562,0.504,0.635,0.848,0.782,0.085,9
47.65,-101.4167,590,0,0.008,0.131,0.92,0.823,0.639,0.455,0.435,0.591,0.759,0.623,0.011,9
48.4167,-97.4167,252,0,0.048,0.077,0.907,0.853,0.665,0.538,0.528,0.699,0.927,0.905,0.039,9
47.95,-97.1833,256,0,0.059,0.103,0.803,0.632,0.65,0.569,0.617,0.809,0.975,0.975,0.132,9
47.9167,-97.1,253,0,0.103,0.132,0.796,0.617,0.644,0.566,0.643,0.837,0.988,1,0.244,9
48.2667,-100.85,460,0,0.058,0.08,0.784,0.672,0.641,0.491,0.497,0.684,0.863,0.775,0.087,9
47.4,-103.2,814,0,0,0.218,0.95,0.608,0.585,0.397,0.354,0.486,0.675,0.584,0.005,9
48.6167,-103.9333,649,0,0.003,0.134,0.919,0.642,0.53,0.386,0.371,0.542,0.663,0.437,0.004,9
46.0667,-96.9,326,0,0.107,0.213,0.848,0.75,0.688,0.585,0.581,0.729,0.959,1,0.465,9
49,-98.6833,480,0,0,0.188,0.743,0.833,0.807,0.673,0.685,0.911,1,1,0.032,9
49,-99.35,469,0,0.257,0.14,0.736,0.869,0.768,0.591,0.655,0.859,0.999,1,0.1,9
47.7667,-99.9167,488,0,0.043,0.06,0.731,0.696,0.678,0.522,0.494,0.663,0.883,0.799,0.062,9
46.6,-101.8167,650,0.001,0.003,0.247,0.909,0.744,0.636,0.422,0.381,0.472,0.636,0.557,0.009,9
46.9,-102.05,658,0,0.004,0.211,0.931,0.85,0.671,0.449,0.405,0.518,0.707,0.586,0.008,9
46,-102.65,817,0,0,0.296,0.978,0.619,0.58,0.385,0.347,0.442,0.6,0.535,0.003,9
47.4333,-97.0667,277,0,0.171,0.098,0.932,0.874,0.726,0.587,0.571,0.767,0.987,1,0.349,9
47.35,-100.0167,591,0,0,0.032,0.943,0.853,0.608,0.47,0.44,0.606,0.808,0.617,0.002,9
46.9333,-98.6667,455,0,0.007,0.084,0.915,0.738,0.678,0.541,0.474,0.598,0.748,0.643,0.013,9
46.8833,-98.6833,447,0,0.008,0.084,0.916,0.749,0.68,0.551,0.483,0.61,0.77,0.667,0.014,9
47.8333,-102.9167,753,0,0,0.19,0.999,0.684,0.562,0.406,0.38,0.515,0.697,0.528,0,9
48.6667,-102.1,552,0,0,0.008,0.746,0.665,0.562,0.489,0.483,0.684,0.864,0.554,0,9
46.3667,-98.2833,415,0,0.094,0.236,0.859,0.686,0.643,0.527,0.517,0.655,0.898,0.957,0.092,9
48.7667,-98.35,492,0,0,0.091,0.746,0.756,0.718,0.646,0.667,0.854,0.998,0.983,0.021,9
47.9167,-97.6333,345,0,0.062,0.082,0.797,0.671,0.668,0.554,0.57,0.761,0.966,0.984,0.148,9
48.2833,-99.4333,466,0,0.016,0.016,0.833,0.711,0.716,0.569,0.568,0.776,0.971,0.971,0.114,9
46.2667,-100.2333,515,0,0.002,0.185,0.883,0.627,0.558,0.415,0.387,0.481,0.667,0.538,0.004,9
46.45,-97.6833,336,0,0.144,0.175,0.963,0.925,0.714,0.584,0.598,0.745,0.963,1,0.322,9
46.8167,-100.9167,533,0,0,0.195,0.989,0.633,0.568,0.443,0.415,0.506,0.681,0.604,0.002,9
47.8167,-101.3,643,0,0,0.09,0.804,0.561,0.582,0.441,0.44,0.617,0.775,0.568,0,9
47.5,-97.3167,285,0,0.311,0.148,0.851,0.678,0.683,0.55,0.598,0.796,0.992,1,0.313,9
47.4833,-100.4333,587,0,0.01,0.051,0.895,0.744,0.621,0.468,0.44,0.592,0.789,0.633,0.014,9
47.5833,-98.65,474,0,0.007,0.025,0.866,0.802,0.673,0.518,0.469,0.645,0.82,0.695,0.012,9
46.4,-97.2333,328,0,0.017,0.137,0.978,0.881,0.646,0.537,0.531,0.67,0.915,0.952,0.073,9
47.7667,-98.1833,447,0,0.01,0.02,0.879,0.818,0.679,0.544,0.53,0.708,0.909,0.791,0.019,9
46.9167,-103.5167,698,0,0,0.281,0.934,0.583,0.573,0.386,0.34,0.47,0.632,0.579,0.005,9
48.2667,-101.2833,523,0,0.066,0.125,0.837,0.773,0.665,0.492,0.475,0.663,0.798,0.768,0.103,9
48.1833,-101.3,539,0,0,0.084,0.831,0.564,0.577,0.436,0.441,0.634,0.759,0.602,0.001,9
46.6667,-100.25,549,0,0.003,0.128,0.837,0.622,0.578,0.414,0.364,0.485,0.659,0.484,0.004,9
48.7667,-101.5167,500,0,0.054,0.071,0.82,0.904,0.69,0.549,0.54,0.763,0.954,0.894,0.091,9
46.3833,-102.3333,770,0,0,0.263,1,0.731,0.608,0.384,0.348,0.448,0.583,0.483,0,9
46.5,-99.7667,603,0,0.056,0.103,0.773,0.704,0.647,0.542,0.494,0.634,0.875,0.811,0.085,9
46.55,-102.8667,804,0,0.001,0.244,0.946,0.731,0.652,0.415,0.36,0.467,0.636,0.532,0.003,9
46.9,-101.4833,655,0,0.006,0.202,0.927,0.74,0.639,0.449,0.406,0.509,0.686,0.58,0.009,9
46.1167,-98.0833,399,0,0.065,0.248,0.879,0.789,0.689,0.545,0.53,0.661,0.894,0.972,0.166,9
48.4,-97.75,296,0,0.059,0.081,0.783,0.697,0.676,0.578,0.58,0.764,0.967,0.986,0.122,9
48.9667,-97.2333,241,0,0.105,0.223,0.858,0.965,0.751,0.626,0.631,0.878,1,1,0.17,9
48.0333,-98,466,0,0.036,0.059,0.75,0.722,0.699,0.574,0.568,0.746,0.946,0.884,0.063,9
47.1167,-99.5333,564,0,0.009,0.046,0.893,0.772,0.649,0.512,0.455,0.606,0.801,0.652,0.014,9
48.5667,-102.65,672,0,0,0.045,0.738,0.514,0.54,0.456,0.447,0.617,0.757,0.446,0,9
46.1667,-101.85,756,0,0,0.311,1,0.68,0.582,0.382,0.346,0.433,0.581,0.498,0.001,9
46.8833,-102.3167,753,0.001,0.004,0.239,0.937,0.847,0.676,0.428,0.374,0.497,0.681,0.575,0.011,9
48.9,-99.6667,594,0,0.265,0.247,0.799,0.77,0.848,0.649,0.714,0.905,1,1,0.099,9
48.35,-100,472,0,0.013,0.018,0.894,0.833,0.674,0.521,0.549,0.724,0.926,0.779,0.019,9
48.8333,-100.0333,586,0,0.243,0.07,0.755,0.819,0.804,0.64,0.705,0.892,1,1,0.134,9
47.6,-97.9,465,0,0.049,0.064,0.806,0.752,0.706,0.562,0.56,0.735,0.947,0.933,0.092,9
48.35,-102.4167,695,0,0,0.054,0.747,0.522,0.561,0.454,0.436,0.608,0.769,0.522,0,9
46.9,-99.9333,575,0,0.003,0.076,0.915,0.731,0.612,0.461,0.406,0.548,0.736,0.508,0.004,9
46.7333,-99.4833,579,0,0.053,0.098,0.774,0.713,0.678,0.56,0.508,0.653,0.878,0.809,0.084,9
48.4,-102.9167,684,0,0.005,0.085,0.915,0.743,0.586,0.452,0.423,0.58,0.735,0.492,0.006,9
48.3667,-100.3833,451,0,0.001,0.008,0.927,0.808,0.588,0.459,0.487,0.664,0.88,0.668,0.004,9
47.2833,-103.9,738,0,0,0.301,0.954,0.505,0.54,0.377,0.34,0.473,0.621,0.536,0.002,9
47.5167,-100.9,581,0,0.053,0.135,0.78,0.69,0.643,0.48,0.455,0.607,0.789,0.649,0.072,9
47.1333,-100,573,0,0.009,0.054,0.896,0.717,0.622,0.478,0.427,0.576,0.771,0.602,0.012,9
47.45,-101.15,616,0,0.004,0.14,0.927,0.785,0.623,0.448,0.423,0.56,0.736,0.599,0.006,9
48.6167,-100.7333,434,0,0.047,0.063,0.749,0.696,0.66,0.519,0.554,0.748,0.921,0.786,0.065,9
46.95,-98.0167,369,0,0.109,0.117,0.833,0.827,0.733,0.602,0.603,0.764,0.973,1,0.334,9
48.0833,-100.8833,468,0,0.06,0.085,0.792,0.699,0.659,0.502,0.499,0.688,0.876,0.808,0.093,9
46.3167,-96.6167,291,0,0.177,0.225,0.977,0.926,0.723,0.604,0.597,0.761,0.971,1,0.43,9
47.2833,-101.0333,529,0,0,0.137,0.98,0.786,0.58,0.439,0.422,0.554,0.741,0.586,0.001,9
47.8,-103.2833,661,0,0,0.232,1,0.584,0.538,0.386,0.353,0.488,0.642,0.497,0,9
47.6,-103.2667,593,0,0,0.212,0.951,0.61,0.561,0.395,0.36,0.498,0.664,0.551,0.002,9
48.9167,-101.0167,458,0,0.05,0.096,0.824,0.719,0.603,0.488,0.546,0.767,0.949,0.785,0.023,9
48.6667,-103.2167,689,0,0.005,0.096,0.933,0.652,0.557,0.439,0.417,0.582,0.702,0.438,0.005,9
48.1667,-103.6333,580,0,0,0.238,0.96,0.571,0.489,0.363,0.331,0.474,0.612,0.472,0,9
48.1333,-103.7333,642,0,0,0.247,0.934,0.526,0.484,0.347,0.314,0.458,0.606,0.487,0.001,9
48.6,-100.3,445,0,0.007,0.011,0.838,0.76,0.647,0.516,0.562,0.71,0.879,0.61,0.008,9
47.15,-100.7833,661,0,0,0.152,0.963,0.725,0.564,0.414,0.384,0.508,0.681,0.533,0.001,9
34.7833,-96.6833,309,1,1,1,1,1,0.879,0.473,0.502,0.865,1,1,1,12
34.5833,-99.3333,421,0.549,0.518,0.437,0.433,0.654,0.515,0.319,0.366,0.62,0.745,0.723,0.691,10
34.8833,-99.3,465,0.571,0.553,0.47,0.461,0.695,0.534,0.345,0.361,0.619,0.792,0.781,0.721,10
36.8167,-98.65,425,0.813,0.702,0.703,0.63,0.732,0.628,0.453,0.482,0.613,0.729,0.953,1,8
35.0667,-98.2,356,0.861,0.745,0.644,0.591,0.81,0.59,0.349,0.373,0.698,0.881,0.99,1,8
34.25,-95.65,158,1,1,1,0.981,0.929,0.973,0.656,0.601,0.926,1,0.994,1,12
34.1667,-97.1333,268,1,1,1,0.993,0.872,0.611,0.394,0.417,0.78,0.993,1,1,8
36.1333,-99.7667,745,0.434,0.453,0.438,0.445,0.621,0.435,0.306,0.392,0.437,0.48,0.659,0.614,10
34.45,-96.0667,181,1,1,1,1,0.963,0.926,0.572,0.573,0.934,1,1,1,12
36.5667,-96.1667,235,1,1,1,1,1,1,0.66,0.623,0.95,1,1,1,12
36.75,-96,218,1,1,1,1,1,0.983,0.589,0.584,0.925,1,1,1,12
34.3833,-94.9333,247,1,1,0.99,1,0.922,1,0.776,0.621,0.93,1,0.948,0.982,12
34.1333,-94.95,244,1,1,1,0.994,0.96,0.934,0.615,0.538,0.896,1,0.995,1,12
